,1,2,Organism,associated_phenotype
306,FBgn0031925,ENSG00000186529,dmelanogaster,"['abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]', 'abnormal mating | male | recessive', 'viable', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'abnormal courtship behavior | male, with Scer\\GAL4[Cyp4d21.PF]', 'viable, with Scer\\GAL4[Cyp4d21.PF]']"
307,FBgn0033292,ENSG00000186529,dmelanogaster,
308,FBgn0036778,ENSG00000186529,dmelanogaster,"['viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]']"
309,FBgn0023541,ENSG00000186529,dmelanogaster,"['viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Scer\\GAL4[pnr-MD237]']"
310,FBgn0014469,ENSG00000186529,dmelanogaster,"['fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'fertile', 'viable', 'abnormal pain response | adult stage, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]']"
311,FBgn0015034,ENSG00000186529,dmelanogaster,"['viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]']"
312,FBgn0035344,ENSG00000186529,dmelanogaster,"['viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'visible, with Scer\\GAL4[Mef2.PR]', 'wing, with Scer\\GAL4[Mef2.PR]']"
313,FBgn0031694,ENSG00000186529,dmelanogaster,"['viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]']"
314,FBgn0031695,ENSG00000186529,dmelanogaster,"['viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]']"
315,FBgn0033397,ENSG00000186529,dmelanogaster,"['partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[tin.CΔ4]', 'partially lethal - majority die, with Scer\\GAL4[pnr-MD237]', 'some die during pupal stage, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[tin.CΔ4]']"
316,FBgn0015037,ENSG00000186529,dmelanogaster,"['viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]', 'viable, with Dcr-2[UAS.cDa], Scer\\GAL4[elav.PLu]', 'viable, with Scer\\GAL4[Mef2.PR]', 'viable, with Scer\\GAL4[pnr-MD237]']"
