1,2,Organism
Slc26a1,ENSG00000145217,mouse
,ENSG00000145626,mouse
Gsto1,ENSG00000148834,mouse
Glyat,ENSG00000149124,mouse
Mat1a,ENSG00000151224,mouse
Slc26a2,ENSG00000155850,mouse
,ENSG00000156006,mouse
,ENSG00000156096,mouse
N6amt1,ENSG00000156239,mouse
,ENSG00000156689,mouse
Slc35b2,ENSG00000157593,mouse
Bpnt1,ENSG00000162813,mouse
Hpgds,ENSG00000163106,mouse
Nnmt,ENSG00000166741,mouse
Acsm1,ENSG00000166743,mouse
,ENSG00000166840,mouse
Ugt1a7c,ENSG00000167165,mouse
Ugt1a6b,ENSG00000167165,mouse
Ugt1a6a,ENSG00000167165,mouse
Ggt6,ENSG00000167741,mouse
Ugt3a2,ENSG00000168671,mouse
Ugt3a1,ENSG00000168671,mouse
Gstm4,ENSG00000168765,mouse
Mat2a,ENSG00000168906,mouse
Ugp2,ENSG00000169764,mouse
Tpst1,ENSG00000169902,mouse
,ENSG00000170899,mouse
,ENSG00000171234,mouse
,ENSG00000171428,mouse
Trmt112,ENSG00000173113,mouse
Sult1b1,ENSG00000173597,mouse
Ugt2a1,ENSG00000173610,mouse
Gm43638,ENSG00000173610,mouse
,ENSG00000174156,mouse
Oplah,ENSG00000178814,mouse
Gsta3,ENSG00000182793,mouse
Acsm5,ENSG00000183549,mouse
Acsm2,ENSG00000183747,mouse
Sult5a1,ENSG00000196502,mouse
,ENSG00000196620,mouse
Sult5a1,ENSG00000197165,mouse
Gstk1,ENSG00000197448,mouse
,ENSG00000197888,mouse
,ENSG00000198075,mouse
Sult1c2,ENSG00000198203,mouse
Papss2,ENSG00000198682,mouse
Glyatl3,ENSG00000203972,mouse
Gstm7,ENSG00000213366,mouse
Sult5a1,ENSG00000213648,mouse
,ENSG00000213759,mouse
As3mt,ENSG00000214435,mouse
Acsm4,ENSG00000215009,mouse
Ugt1a9,ENSG00000241119,mouse
Ugt1a8,ENSG00000241119,mouse
Ugt1a10,ENSG00000241119,mouse
Ugt1a1,ENSG00000241635,mouse
Ugt1a9,ENSG00000242366,mouse
Ugt1a8,ENSG00000242366,mouse
Ugt1a10,ENSG00000242366,mouse
Ugt1a9,ENSG00000242515,mouse
Ugt1a8,ENSG00000242515,mouse
Ugt1a10,ENSG00000242515,mouse
,ENSG00000243955,mouse
,ENSG00000244067,mouse
Ugt1a9,ENSG00000244122,mouse
Ugt1a8,ENSG00000244122,mouse
Ugt1a10,ENSG00000244122,mouse
Ugt1a2,ENSG00000244474,mouse
Ugt1a5,ENSG00000244474,mouse
Sult5a1,ENSG00000261052,mouse
Ugt2a2,ENSG00000271271,mouse
,ENSG00000275190,mouse
,ENSG00000277656,mouse
,ENSG00000277897,mouse
,ENSG00000278216,mouse
,ENSG00000278695,mouse
Sult5a1,ENSG00000288656,mouse
Ugt1a2,ENSG00000288702,mouse
Ugt1a5,ENSG00000288702,mouse
Ugt1a2,ENSG00000288705,mouse
Ugt1a5,ENSG00000288705,mouse
gclc,ENSG00000001084,zebrafish
ggctb,ENSG00000006625,zebrafish
mgst1.2,ENSG00000008394,zebrafish
mgst1.1,ENSG00000008394,zebrafish
gclm,ENSG00000023909,zebrafish
mat2b,ENSG00000038274,zebrafish
gstt2,ENSG00000065621,zebrafish
gstr,ENSG00000065621,zebrafish
acss2l,ENSG00000066813,zebrafish
,ENSG00000084207,zebrafish
mgst2,ENSG00000085871,zebrafish
,ENSG00000088002,zebrafish
comta,ENSG00000093010,zebrafish
comtb,ENSG00000093010,zebrafish
ggt5a,ENSG00000099998,zebrafish
CABZ01049847.1,ENSG00000099998,zebrafish
si:ch73-236c18.3,ENSG00000100031,zebrafish
ggt1a,ENSG00000100031,zebrafish
ggt1l2.1,ENSG00000100031,zebrafish
ggt1l2.2,ENSG00000100031,zebrafish
si:dkey-222h21.12,ENSG00000100031,zebrafish
CU914631.1,ENSG00000100031,zebrafish
si:ch73-59p9.2,ENSG00000100031,zebrafish
ggt1b,ENSG00000100031,zebrafish
gstz1,ENSG00000100577,zebrafish
gss,ENSG00000100983,zebrafish
ahcy,ENSG00000101444,zebrafish
,ENSG00000104331,zebrafish
sult1st2,ENSG00000105398,zebrafish
sult1st3,ENSG00000105398,zebrafish
sult1st4,ENSG00000105398,zebrafish
sult1st7,ENSG00000105398,zebrafish
sult1st9,ENSG00000105398,zebrafish
sult1st1,ENSG00000105398,zebrafish
sult2st2,ENSG00000105398,zebrafish
sult2st1,ENSG00000105398,zebrafish
sult2st3,ENSG00000105398,zebrafish
ugt5e1,ENSG00000109181,zebrafish
ugt5a2,ENSG00000109181,zebrafish
ugt5a1,ENSG00000109181,zebrafish
ugt5f1,ENSG00000109181,zebrafish
ugt5b4,ENSG00000109181,zebrafish
ugt5b2,ENSG00000109181,zebrafish
ugt5b5,ENSG00000109181,zebrafish
ugt5b1,ENSG00000109181,zebrafish
ugt5g1,ENSG00000109181,zebrafish
ugt5g2,ENSG00000109181,zebrafish
si:ch73-334d15.1,ENSG00000109181,zebrafish
FP236810.2,ENSG00000109181,zebrafish
ugt2a7,ENSG00000109181,zebrafish
FP236810.1,ENSG00000109181,zebrafish
zgc:172315,ENSG00000109181,zebrafish
ugt5c1,ENSG00000109181,zebrafish
ugt5c2,ENSG00000109181,zebrafish
ugt5c3,ENSG00000109181,zebrafish
ugt5d1,ENSG00000109181,zebrafish
sult1st2,ENSG00000109193,zebrafish
sult1st3,ENSG00000109193,zebrafish
sult1st4,ENSG00000109193,zebrafish
sult1st7,ENSG00000109193,zebrafish
sult1st9,ENSG00000109193,zebrafish
sult1st1,ENSG00000109193,zebrafish
sult2st2,ENSG00000109193,zebrafish
sult2st1,ENSG00000109193,zebrafish
sult2st3,ENSG00000109193,zebrafish
ugdh,ENSG00000109814,zebrafish
,ENSG00000114631,zebrafish
abhd14b,ENSG00000114779,zebrafish
slc35d1a,ENSG00000116704,zebrafish
slc35d1b,ENSG00000116704,zebrafish
mtr,ENSG00000116984,zebrafish
akr1a1b,ENSG00000117448,zebrafish
mtrr,ENSG00000124275,zebrafish
slc35b3,ENSG00000124786,zebrafish
tpst2,ENSG00000128294,zebrafish
chac1,ENSG00000128965,zebrafish
sult4a1,ENSG00000130540,zebrafish
GGT7,ENSG00000131067,zebrafish
cndp2,ENSG00000133313,zebrafish
gstt2,ENSG00000133433,zebrafish
gstr,ENSG00000133433,zebrafish
gstp2,ENSG00000134184,zebrafish
gstp2,ENSG00000134201,zebrafish
gstm.2,ENSG00000134202,zebrafish
gstm.1,ENSG00000134202,zebrafish
gstm.3,ENSG00000134202,zebrafish
ugt5e1,ENSG00000135220,zebrafish
ugt5a2,ENSG00000135220,zebrafish
ugt5a1,ENSG00000135220,zebrafish
ugt5f1,ENSG00000135220,zebrafish
ugt5b4,ENSG00000135220,zebrafish
ugt5b2,ENSG00000135220,zebrafish
ugt5b5,ENSG00000135220,zebrafish
ugt5b1,ENSG00000135220,zebrafish
ugt5g1,ENSG00000135220,zebrafish
ugt5g2,ENSG00000135220,zebrafish
si:ch73-334d15.1,ENSG00000135220,zebrafish
FP236810.2,ENSG00000135220,zebrafish
ugt2a7,ENSG00000135220,zebrafish
FP236810.1,ENSG00000135220,zebrafish
zgc:172315,ENSG00000135220,zebrafish
ugt5c1,ENSG00000135220,zebrafish
ugt5c2,ENSG00000135220,zebrafish
ugt5c3,ENSG00000135220,zebrafish
ugt5d1,ENSG00000135220,zebrafish
ugt5e1,ENSG00000135226,zebrafish
ugt5a2,ENSG00000135226,zebrafish
ugt5a1,ENSG00000135226,zebrafish
ugt5f1,ENSG00000135226,zebrafish
ugt5b4,ENSG00000135226,zebrafish
ugt5b2,ENSG00000135226,zebrafish
ugt5b5,ENSG00000135226,zebrafish
ugt5b1,ENSG00000135226,zebrafish
ugt5g1,ENSG00000135226,zebrafish
ugt5g2,ENSG00000135226,zebrafish
si:ch73-334d15.1,ENSG00000135226,zebrafish
FP236810.2,ENSG00000135226,zebrafish
ugt2a7,ENSG00000135226,zebrafish
FP236810.1,ENSG00000135226,zebrafish
zgc:172315,ENSG00000135226,zebrafish
ugt5c1,ENSG00000135226,zebrafish
ugt5c2,ENSG00000135226,zebrafish
ugt5c3,ENSG00000135226,zebrafish
ugt5d1,ENSG00000135226,zebrafish
tpmt.1,ENSG00000137364,zebrafish
tpmt.2,ENSG00000137364,zebrafish
sult6b1,ENSG00000138068,zebrafish
papss1,ENSG00000138801,zebrafish
esd,ENSG00000139684,zebrafish
cyp1a,ENSG00000140505,zebrafish
mgst3a,ENSG00000143198,zebrafish
chac2,ENSG00000143942,zebrafish
abhd10a,ENSG00000144827,zebrafish
tagln3b,ENSG00000144827,zebrafish
slc26a1,ENSG00000145217,zebrafish
ugt5e1,ENSG00000145626,zebrafish
ugt5a2,ENSG00000145626,zebrafish
ugt5a1,ENSG00000145626,zebrafish
ugt5f1,ENSG00000145626,zebrafish
ugt5b4,ENSG00000145626,zebrafish
ugt5b2,ENSG00000145626,zebrafish
ugt5b5,ENSG00000145626,zebrafish
ugt5b1,ENSG00000145626,zebrafish
ugt5g1,ENSG00000145626,zebrafish
ugt5g2,ENSG00000145626,zebrafish
si:ch73-334d15.1,ENSG00000145626,zebrafish
FP236810.2,ENSG00000145626,zebrafish
ugt2a7,ENSG00000145626,zebrafish
FP236810.1,ENSG00000145626,zebrafish
zgc:172315,ENSG00000145626,zebrafish
ugt5c1,ENSG00000145626,zebrafish
ugt5c2,ENSG00000145626,zebrafish
ugt5c3,ENSG00000145626,zebrafish
ugt5d1,ENSG00000145626,zebrafish
gsto1,ENSG00000148834,zebrafish
gsto2,ENSG00000148834,zebrafish
si:dkey-76k16.6,ENSG00000149124,zebrafish
si:ch73-106k19.2,ENSG00000149124,zebrafish
si:dkey-76k16.5,ENSG00000149124,zebrafish
mat1a,ENSG00000151224,zebrafish
slc26a2,ENSG00000155850,zebrafish
zgc:101040,ENSG00000156006,zebrafish
si:dkey-78a14.4,ENSG00000156006,zebrafish
ugt5e1,ENSG00000156096,zebrafish
ugt5a2,ENSG00000156096,zebrafish
ugt5a1,ENSG00000156096,zebrafish
ugt5f1,ENSG00000156096,zebrafish
ugt5b4,ENSG00000156096,zebrafish
ugt5b2,ENSG00000156096,zebrafish
ugt5b5,ENSG00000156096,zebrafish
ugt5b1,ENSG00000156096,zebrafish
ugt5g1,ENSG00000156096,zebrafish
ugt5g2,ENSG00000156096,zebrafish
si:ch73-334d15.1,ENSG00000156096,zebrafish
FP236810.2,ENSG00000156096,zebrafish
ugt2a7,ENSG00000156096,zebrafish
FP236810.1,ENSG00000156096,zebrafish
zgc:172315,ENSG00000156096,zebrafish
ugt5c1,ENSG00000156096,zebrafish
ugt5c2,ENSG00000156096,zebrafish
ugt5c3,ENSG00000156096,zebrafish
ugt5d1,ENSG00000156096,zebrafish
n6amt1,ENSG00000156239,zebrafish
si:dkey-76k16.6,ENSG00000156689,zebrafish
si:ch73-106k19.2,ENSG00000156689,zebrafish
si:dkey-76k16.5,ENSG00000156689,zebrafish
slc35b2,ENSG00000157593,zebrafish
bpnt1,ENSG00000162813,zebrafish
,ENSG00000163106,zebrafish
zgc:64002,ENSG00000166741,zebrafish
acss2l,ENSG00000166743,zebrafish
si:dkey-76k16.6,ENSG00000166840,zebrafish
si:ch73-106k19.2,ENSG00000166840,zebrafish
si:dkey-76k16.5,ENSG00000166840,zebrafish
ugt5e1,ENSG00000167165,zebrafish
ugt5a2,ENSG00000167165,zebrafish
ugt5a1,ENSG00000167165,zebrafish
ugt5f1,ENSG00000167165,zebrafish
ugt5b4,ENSG00000167165,zebrafish
ugt5b2,ENSG00000167165,zebrafish
ugt5b5,ENSG00000167165,zebrafish
ugt5b1,ENSG00000167165,zebrafish
ugt5g1,ENSG00000167165,zebrafish
ugt5g2,ENSG00000167165,zebrafish
si:ch73-334d15.1,ENSG00000167165,zebrafish
FP236810.2,ENSG00000167165,zebrafish
ugt2a7,ENSG00000167165,zebrafish
FP236810.1,ENSG00000167165,zebrafish
zgc:172315,ENSG00000167165,zebrafish
ugt5c1,ENSG00000167165,zebrafish
ugt5c2,ENSG00000167165,zebrafish
ugt5c3,ENSG00000167165,zebrafish
ugt5d1,ENSG00000167165,zebrafish
,ENSG00000167741,zebrafish
,ENSG00000168671,zebrafish
,ENSG00000168765,zebrafish
mat2aa,ENSG00000168906,zebrafish
mat2ab,ENSG00000168906,zebrafish
ugp2b,ENSG00000169764,zebrafish
ugp2a,ENSG00000169764,zebrafish
tpst1,ENSG00000169902,zebrafish
gstp2,ENSG00000170899,zebrafish
ugt5e1,ENSG00000171234,zebrafish
ugt5a2,ENSG00000171234,zebrafish
ugt5a1,ENSG00000171234,zebrafish
ugt5f1,ENSG00000171234,zebrafish
ugt5b4,ENSG00000171234,zebrafish
ugt5b2,ENSG00000171234,zebrafish
ugt5b5,ENSG00000171234,zebrafish
ugt5b1,ENSG00000171234,zebrafish
ugt5g1,ENSG00000171234,zebrafish
ugt5g2,ENSG00000171234,zebrafish
si:ch73-334d15.1,ENSG00000171234,zebrafish
FP236810.2,ENSG00000171234,zebrafish
ugt2a7,ENSG00000171234,zebrafish
FP236810.1,ENSG00000171234,zebrafish
zgc:172315,ENSG00000171234,zebrafish
ugt5c1,ENSG00000171234,zebrafish
ugt5c2,ENSG00000171234,zebrafish
ugt5c3,ENSG00000171234,zebrafish
ugt5d1,ENSG00000171234,zebrafish
zgc:101040,ENSG00000171428,zebrafish
si:dkey-78a14.4,ENSG00000171428,zebrafish
trmt112,ENSG00000173113,zebrafish
sult2st3,ENSG00000173597,zebrafish
ugt5e1,ENSG00000173610,zebrafish
ugt5a2,ENSG00000173610,zebrafish
ugt5a1,ENSG00000173610,zebrafish
ugt5f1,ENSG00000173610,zebrafish
ugt5b4,ENSG00000173610,zebrafish
ugt5b2,ENSG00000173610,zebrafish
ugt5b5,ENSG00000173610,zebrafish
ugt5b1,ENSG00000173610,zebrafish
ugt5g1,ENSG00000173610,zebrafish
ugt5g2,ENSG00000173610,zebrafish
FP236810.2,ENSG00000173610,zebrafish
ugt2a7,ENSG00000173610,zebrafish
FP236810.1,ENSG00000173610,zebrafish
zgc:172315,ENSG00000173610,zebrafish
ugt5c1,ENSG00000173610,zebrafish
ugt5c2,ENSG00000173610,zebrafish
ugt5c3,ENSG00000173610,zebrafish
ugt5d1,ENSG00000173610,zebrafish
gstp2,ENSG00000174156,zebrafish
oplah,ENSG00000178814,zebrafish
gstp2,ENSG00000182793,zebrafish
acss2l,ENSG00000183549,zebrafish
acss2l,ENSG00000183747,zebrafish
sult1st2,ENSG00000196502,zebrafish
sult1st3,ENSG00000196502,zebrafish
sult1st4,ENSG00000196502,zebrafish
sult1st7,ENSG00000196502,zebrafish
sult1st9,ENSG00000196502,zebrafish
sult1st1,ENSG00000196502,zebrafish
sult5a1,ENSG00000196502,zebrafish
sult2st2,ENSG00000196502,zebrafish
sult2st1,ENSG00000196502,zebrafish
sult2st3,ENSG00000196502,zebrafish
ugt5e1,ENSG00000196620,zebrafish
ugt5a2,ENSG00000196620,zebrafish
ugt5a1,ENSG00000196620,zebrafish
ugt5f1,ENSG00000196620,zebrafish
ugt5b4,ENSG00000196620,zebrafish
ugt5b2,ENSG00000196620,zebrafish
ugt5b5,ENSG00000196620,zebrafish
ugt5b1,ENSG00000196620,zebrafish
ugt5g1,ENSG00000196620,zebrafish
ugt5g2,ENSG00000196620,zebrafish
si:ch73-334d15.1,ENSG00000196620,zebrafish
FP236810.2,ENSG00000196620,zebrafish
ugt2a7,ENSG00000196620,zebrafish
FP236810.1,ENSG00000196620,zebrafish
zgc:172315,ENSG00000196620,zebrafish
ugt5c1,ENSG00000196620,zebrafish
ugt5c2,ENSG00000196620,zebrafish
ugt5c3,ENSG00000196620,zebrafish
ugt5d1,ENSG00000196620,zebrafish
sult1st2,ENSG00000197165,zebrafish
sult1st3,ENSG00000197165,zebrafish
sult1st4,ENSG00000197165,zebrafish
sult1st7,ENSG00000197165,zebrafish
sult1st9,ENSG00000197165,zebrafish
sult1st1,ENSG00000197165,zebrafish
sult5a1,ENSG00000197165,zebrafish
sult2st2,ENSG00000197165,zebrafish
sult2st1,ENSG00000197165,zebrafish
sult2st3,ENSG00000197165,zebrafish
CR854927.4,ENSG00000197448,zebrafish
gstk4,ENSG00000197448,zebrafish
gstk1,ENSG00000197448,zebrafish
gstk2,ENSG00000197448,zebrafish
ugt5e1,ENSG00000197888,zebrafish
ugt5a2,ENSG00000197888,zebrafish
ugt5a1,ENSG00000197888,zebrafish
ugt5f1,ENSG00000197888,zebrafish
ugt5b4,ENSG00000197888,zebrafish
ugt5b2,ENSG00000197888,zebrafish
ugt5b5,ENSG00000197888,zebrafish
ugt5b1,ENSG00000197888,zebrafish
ugt5g1,ENSG00000197888,zebrafish
ugt5g2,ENSG00000197888,zebrafish
si:ch73-334d15.1,ENSG00000197888,zebrafish
FP236810.2,ENSG00000197888,zebrafish
ugt2a7,ENSG00000197888,zebrafish
FP236810.1,ENSG00000197888,zebrafish
zgc:172315,ENSG00000197888,zebrafish
ugt5c1,ENSG00000197888,zebrafish
ugt5c2,ENSG00000197888,zebrafish
ugt5c3,ENSG00000197888,zebrafish
ugt5d1,ENSG00000197888,zebrafish
sult1st5,ENSG00000198075,zebrafish
sult1st6,ENSG00000198075,zebrafish
,ENSG00000198203,zebrafish
papss2a,ENSG00000198682,zebrafish
papss2b,ENSG00000198682,zebrafish
si:dkey-76k16.6,ENSG00000203972,zebrafish
si:ch73-106k19.2,ENSG00000203972,zebrafish
si:dkey-76k16.5,ENSG00000203972,zebrafish
gstp2,ENSG00000213366,zebrafish
sult1st2,ENSG00000213648,zebrafish
sult1st3,ENSG00000213648,zebrafish
sult1st4,ENSG00000213648,zebrafish
sult1st7,ENSG00000213648,zebrafish
sult1st9,ENSG00000213648,zebrafish
sult1st1,ENSG00000213648,zebrafish
sult5a1,ENSG00000213648,zebrafish
sult2st2,ENSG00000213648,zebrafish
sult2st1,ENSG00000213648,zebrafish
sult2st3,ENSG00000213648,zebrafish
ugt5e1,ENSG00000213759,zebrafish
ugt5a2,ENSG00000213759,zebrafish
ugt5a1,ENSG00000213759,zebrafish
ugt5f1,ENSG00000213759,zebrafish
ugt5b4,ENSG00000213759,zebrafish
ugt5b2,ENSG00000213759,zebrafish
ugt5b5,ENSG00000213759,zebrafish
ugt5b1,ENSG00000213759,zebrafish
ugt5g1,ENSG00000213759,zebrafish
ugt5g2,ENSG00000213759,zebrafish
si:ch73-334d15.1,ENSG00000213759,zebrafish
FP236810.2,ENSG00000213759,zebrafish
ugt2a7,ENSG00000213759,zebrafish
FP236810.1,ENSG00000213759,zebrafish
zgc:172315,ENSG00000213759,zebrafish
ugt5c1,ENSG00000213759,zebrafish
ugt5c2,ENSG00000213759,zebrafish
ugt5c3,ENSG00000213759,zebrafish
ugt5d1,ENSG00000213759,zebrafish
as3mt,ENSG00000214435,zebrafish
acss2l,ENSG00000215009,zebrafish
ugt5e1,ENSG00000241119,zebrafish
ugt5a2,ENSG00000241119,zebrafish
ugt5a1,ENSG00000241119,zebrafish
ugt5f1,ENSG00000241119,zebrafish
ugt5b4,ENSG00000241119,zebrafish
ugt5b2,ENSG00000241119,zebrafish
ugt5b5,ENSG00000241119,zebrafish
ugt5b1,ENSG00000241119,zebrafish
ugt5g1,ENSG00000241119,zebrafish
ugt5g2,ENSG00000241119,zebrafish
si:ch73-334d15.1,ENSG00000241119,zebrafish
FP236810.2,ENSG00000241119,zebrafish
ugt2a7,ENSG00000241119,zebrafish
FP236810.1,ENSG00000241119,zebrafish
zgc:172315,ENSG00000241119,zebrafish
ugt5c1,ENSG00000241119,zebrafish
ugt5c2,ENSG00000241119,zebrafish
ugt5c3,ENSG00000241119,zebrafish
ugt5d1,ENSG00000241119,zebrafish
ugt1b1,ENSG00000241635,zebrafish
ugt1b7,ENSG00000241635,zebrafish
ugt1b5,ENSG00000241635,zebrafish
ugt1a1,ENSG00000241635,zebrafish
ugt1b3,ENSG00000241635,zebrafish
ugt1b4,ENSG00000241635,zebrafish
ugt1b2,ENSG00000241635,zebrafish
ugt5e1,ENSG00000242366,zebrafish
ugt5a2,ENSG00000242366,zebrafish
ugt5a1,ENSG00000242366,zebrafish
ugt5f1,ENSG00000242366,zebrafish
ugt5b4,ENSG00000242366,zebrafish
ugt5b2,ENSG00000242366,zebrafish
ugt5b5,ENSG00000242366,zebrafish
ugt5b1,ENSG00000242366,zebrafish
ugt5g1,ENSG00000242366,zebrafish
ugt5g2,ENSG00000242366,zebrafish
si:ch73-334d15.1,ENSG00000242366,zebrafish
FP236810.2,ENSG00000242366,zebrafish
ugt2a7,ENSG00000242366,zebrafish
FP236810.1,ENSG00000242366,zebrafish
zgc:172315,ENSG00000242366,zebrafish
ugt5c1,ENSG00000242366,zebrafish
ugt5c2,ENSG00000242366,zebrafish
ugt5c3,ENSG00000242366,zebrafish
ugt5d1,ENSG00000242366,zebrafish
ugt5e1,ENSG00000242515,zebrafish
ugt5a2,ENSG00000242515,zebrafish
ugt5a1,ENSG00000242515,zebrafish
ugt5f1,ENSG00000242515,zebrafish
ugt5b4,ENSG00000242515,zebrafish
ugt5b2,ENSG00000242515,zebrafish
ugt5b5,ENSG00000242515,zebrafish
ugt5b1,ENSG00000242515,zebrafish
ugt5g1,ENSG00000242515,zebrafish
ugt5g2,ENSG00000242515,zebrafish
si:ch73-334d15.1,ENSG00000242515,zebrafish
FP236810.2,ENSG00000242515,zebrafish
ugt2a7,ENSG00000242515,zebrafish
FP236810.1,ENSG00000242515,zebrafish
zgc:172315,ENSG00000242515,zebrafish
ugt5c1,ENSG00000242515,zebrafish
ugt5c2,ENSG00000242515,zebrafish
ugt5c3,ENSG00000242515,zebrafish
ugt5d1,ENSG00000242515,zebrafish
gstp2,ENSG00000243955,zebrafish
gstp2,ENSG00000244067,zebrafish
ugt5e1,ENSG00000244122,zebrafish
ugt5a2,ENSG00000244122,zebrafish
ugt5a1,ENSG00000244122,zebrafish
ugt5f1,ENSG00000244122,zebrafish
ugt5b4,ENSG00000244122,zebrafish
ugt5b2,ENSG00000244122,zebrafish
ugt5b5,ENSG00000244122,zebrafish
ugt5b1,ENSG00000244122,zebrafish
ugt5g1,ENSG00000244122,zebrafish
ugt5g2,ENSG00000244122,zebrafish
si:ch73-334d15.1,ENSG00000244122,zebrafish
FP236810.2,ENSG00000244122,zebrafish
ugt2a7,ENSG00000244122,zebrafish
FP236810.1,ENSG00000244122,zebrafish
zgc:172315,ENSG00000244122,zebrafish
ugt5c1,ENSG00000244122,zebrafish
ugt5c2,ENSG00000244122,zebrafish
ugt5c3,ENSG00000244122,zebrafish
ugt5d1,ENSG00000244122,zebrafish
ugt5e1,ENSG00000244474,zebrafish
ugt5a2,ENSG00000244474,zebrafish
ugt5a1,ENSG00000244474,zebrafish
ugt5f1,ENSG00000244474,zebrafish
ugt5b4,ENSG00000244474,zebrafish
ugt5b2,ENSG00000244474,zebrafish
ugt5b5,ENSG00000244474,zebrafish
ugt5b1,ENSG00000244474,zebrafish
ugt5g1,ENSG00000244474,zebrafish
ugt5g2,ENSG00000244474,zebrafish
si:ch73-334d15.1,ENSG00000244474,zebrafish
FP236810.2,ENSG00000244474,zebrafish
ugt2a7,ENSG00000244474,zebrafish
FP236810.1,ENSG00000244474,zebrafish
zgc:172315,ENSG00000244474,zebrafish
ugt5c1,ENSG00000244474,zebrafish
ugt5c2,ENSG00000244474,zebrafish
ugt5c3,ENSG00000244474,zebrafish
ugt5d1,ENSG00000244474,zebrafish
sult1st2,ENSG00000261052,zebrafish
sult1st3,ENSG00000261052,zebrafish
sult1st4,ENSG00000261052,zebrafish
sult1st7,ENSG00000261052,zebrafish
sult1st9,ENSG00000261052,zebrafish
sult1st1,ENSG00000261052,zebrafish
sult5a1,ENSG00000261052,zebrafish
sult2st2,ENSG00000261052,zebrafish
sult2st1,ENSG00000261052,zebrafish
sult2st3,ENSG00000261052,zebrafish
ugt5e1,ENSG00000271271,zebrafish
ugt5a2,ENSG00000271271,zebrafish
ugt5a1,ENSG00000271271,zebrafish
ugt5f1,ENSG00000271271,zebrafish
ugt5b4,ENSG00000271271,zebrafish
ugt5b2,ENSG00000271271,zebrafish
ugt5b5,ENSG00000271271,zebrafish
ugt5b1,ENSG00000271271,zebrafish
ugt5g1,ENSG00000271271,zebrafish
ugt5g2,ENSG00000271271,zebrafish
FP236810.2,ENSG00000271271,zebrafish
ugt2a7,ENSG00000271271,zebrafish
FP236810.1,ENSG00000271271,zebrafish
zgc:172315,ENSG00000271271,zebrafish
ugt5c1,ENSG00000271271,zebrafish
ugt5c2,ENSG00000271271,zebrafish
ugt5c3,ENSG00000271271,zebrafish
ugt5d1,ENSG00000271271,zebrafish
,ENSG00000275190,zebrafish
,ENSG00000277656,zebrafish
,ENSG00000277897,zebrafish
,ENSG00000278216,zebrafish
,ENSG00000278695,zebrafish
sult1st2,ENSG00000288656,zebrafish
sult1st3,ENSG00000288656,zebrafish
sult1st4,ENSG00000288656,zebrafish
sult1st7,ENSG00000288656,zebrafish
sult1st9,ENSG00000288656,zebrafish
sult1st1,ENSG00000288656,zebrafish
sult5a1,ENSG00000288656,zebrafish
sult2st2,ENSG00000288656,zebrafish
sult2st1,ENSG00000288656,zebrafish
sult2st3,ENSG00000288656,zebrafish
ugt5e1,ENSG00000288702,zebrafish
ugt5a2,ENSG00000288702,zebrafish
ugt5a1,ENSG00000288702,zebrafish
ugt5f1,ENSG00000288702,zebrafish
ugt5b4,ENSG00000288702,zebrafish
ugt5b2,ENSG00000288702,zebrafish
ugt5b5,ENSG00000288702,zebrafish
ugt5b1,ENSG00000288702,zebrafish
ugt5g1,ENSG00000288702,zebrafish
ugt5g2,ENSG00000288702,zebrafish
si:ch73-334d15.1,ENSG00000288702,zebrafish
FP236810.2,ENSG00000288702,zebrafish
ugt2a7,ENSG00000288702,zebrafish
FP236810.1,ENSG00000288702,zebrafish
zgc:172315,ENSG00000288702,zebrafish
ugt5c1,ENSG00000288702,zebrafish
ugt5c2,ENSG00000288702,zebrafish
ugt5c3,ENSG00000288702,zebrafish
ugt5d1,ENSG00000288702,zebrafish
ugt5e1,ENSG00000288705,zebrafish
ugt5a2,ENSG00000288705,zebrafish
ugt5a1,ENSG00000288705,zebrafish
ugt5f1,ENSG00000288705,zebrafish
ugt5b4,ENSG00000288705,zebrafish
ugt5b2,ENSG00000288705,zebrafish
ugt5b5,ENSG00000288705,zebrafish
ugt5b1,ENSG00000288705,zebrafish
ugt5g1,ENSG00000288705,zebrafish
ugt5g2,ENSG00000288705,zebrafish
si:ch73-334d15.1,ENSG00000288705,zebrafish
FP236810.2,ENSG00000288705,zebrafish
ugt2a7,ENSG00000288705,zebrafish
FP236810.1,ENSG00000288705,zebrafish
zgc:172315,ENSG00000288705,zebrafish
ugt5c1,ENSG00000288705,zebrafish
ugt5c2,ENSG00000288705,zebrafish
ugt5c3,ENSG00000288705,zebrafish
ugt5d1,ENSG00000288705,zebrafish
WBGene00001527,ENSG00000001084,celegans
WBGene00016629,ENSG00000006625,celegans
,ENSG00000008394,celegans
WBGene00017084,ENSG00000023909,celegans
,ENSG00000038274,celegans
WBGene00043097,ENSG00000065621,celegans
WBGene00001792,ENSG00000065621,celegans
WBGene00015337,ENSG00000065621,celegans
WBGene00021817,ENSG00000065621,celegans
WBGene00001791,ENSG00000065621,celegans
WBGene00001371,ENSG00000065621,celegans
WBGene00001365,ENSG00000065621,celegans
WBGene00018488,ENSG00000066813,celegans
WBGene00009221,ENSG00000066813,celegans
WBGene00001751,ENSG00000084207,celegans
WBGene00001783,ENSG00000084207,celegans
WBGene00001769,ENSG00000084207,celegans
WBGene00001782,ENSG00000084207,celegans
WBGene00001770,ENSG00000084207,celegans
